comment,eng,neg,neu,pos,com,ncr1Vadr,ncr2Vadr,ncr1Hand,ncr2Hand
Paul must have gotten paid by CCP China...,TRUE,0,1,0,0,0,0,0,0
"حلوا عنا

لا أذكر انه درسني لبناني 
لا أذكر اني عالجت عند دكتور لبناني
أذكر اني تعاملت مع وقح لبناني في سعودي اوجيه وبالاخير تم سجن عدد كبير منهم بعد رصد فساد في الشركه يعني جابهم الحريري وسرقوه. يخرب بيتكم شو عصابه 
أذكر اني اكلت صفيحة لحم من مطعم لبناني ووجعني بطني .
هل نحن فعلا نحتاج للبنانيين وهم كل مره يقولوا علمناكم .
اذا فرضنا انكم علمتونا فنحن دفعنا لكم
ونحن علمنا دول بالمجان

السعوديه اليوم :
١- طاقم طبي سعودي الاشهر في العالم لعمليات الاطفال السياميين وكذلك في الجراحات الصعبه ومنهم من ينتدب لامريكا لعمل العمليات 
٢- طاقم هندسي استشاري سعودي لتخطيط المدن نالت إعجاب الخبراء العالمين
٣- طاقم استشاري اقتصادي سعودي نقل السعوديه كسابع أقوى اقتصاد في العالم بتسخير اللوجسيات والنظم الحديثه
٤- طاقم استشاري سعودي لتقليل الاعتماد على البترول
٥- طاقم استشاري إداري سعودي رفع مستوى السعوده 
٦- طاقم استشاري زراعي سعودي رفع الاعتماد على الزراعه بطرق توفر المياه
٧- طاقم استشاري هندسي عسكري سعودي صناعة طائره بدون طيار
٨- طاقم استشاري سعودي تقني صنع عدد من الأقمار الصناعيه 
٩- طاقم استشاري نووي سعودي في معهد الملك عبدالله لعلوم الطاقه الذريه 
١٠- نسبة البروفوسورات السعوديين في الجامعات فوق ٩٠%
١١- خلال العشر سنوات الماضيه اكثر من ٣٠٠ الف مبتعث لدول أوروبا وامريكا رجعوا بعلم يطبق في السعوديه.
١٢- لا يوجد لدينا اي عالم او دكتور او مهندس معروف خريج من جامعات لبنان
١٣- اغلب اللبنانيين يحمل شهادات مزوره
١٤- السعوديه تزدهر وتتقدم في كل المجالات ولبنان يرجع للوراء
١٥- السعوديه يحكمها ولاة امر سعوديين ولاؤهم لبلدهم
١٦- لبنان يحكمها حزب المجوس ولاؤهم لإيران 
١٧- السعوديه لا تصدر مخدرات
١٨- السعوديه لا ترضى ان يمس اي لبناني بسوء في السعوديه
١٩- السعودي ليس حاقد وناكر الجميل
٢٠- البديل السعودي المتعلم تعليم عالي جاهز بديل للبناني 

بالخاتمه : تعبنا منكن وتحملنكم كتير كتير  وبأوول حلوا عنا انتم روحوا عمروا بلدكن واتركونا لحالنا شو بدنا فيكن.  ولا واحد منكن بيقدر يسب إيران خوف من عصابة حسن زميره 

انتم اللبنانيين جبناء ومثل الكلب ما يعاوي الا في بيته

عفوا نسيت وانا في بيتي جالس على الكنبه جميع المعاملات الحكوميه والشخصية تحولت إلكترونيا مهما كانت حتى إذا فيه جلسة محكمه اعملها في بيتي واستطيع ان انهي جميع معاملات التجاريه بضغطت زر

ناهيك عن أرامكو وسابك والخيرات المعادن من تحت الارض ومن الجبال 
السعوديه تدار مت سعوديين

الاخوه اللبنانيين شكرا لكم على الفطاير والحمص باللحمه وحان وقت رحيلكم لبلدكم لتساهموا في عمارها بعد أن اكتسبتم الخبره من السعوديه 
واذا رحلتوا سيزداد الفقر والبطاله وراح تعرفوا بعدها ان السبب هو حزب الشيطان اللي وراه كل المشاكل عندكن 
حلوا عنا",FALSE,0,1,0,0,0,0,0,0
I would never vote for Beatty,TRUE,0,1,0,0,0,0,0,0
Fking disaster! That’s why my kids WON’T be coming close to those needles!!!,TRUE,0.305,0.695,0,-0.7405,1,1,0,0
This is why you never elect legislators with no leadership or business experience to the executive branch.,TRUE,0.121,0.879,0,-0.296,1,1,0,0
God bless them guys and please protect them,TRUE,0,0.29,0.71,0.8316,0,0,0,0
I was so surprised when I saw  that they didn't even put up bullet proof glass,TRUE,0,0.858,0.142,0.3593,0,0,0,0
Fox . Paycheck for bullshiting. What a gig for soulless dead inside fools.,TRUE,0.405,0.595,0,-0.8176,1,1,0,0
Maybe   it's  the flood  legally that been let  in bus every  threw  the US..Not only  they haven't  they cov shot Better  yet ...So  I'm  curious from the  we are born vacation..there coming from  so many different  countries  that's never  been any vacation  life ...Do people really  think  this make  sense  and  it safe,TRUE,0,0.838,0.162,0.8176,0,0,0,0
The verdict is taking a long time. I wonder if there are those in the jury who have been threatened that if they acquit him.......,TRUE,0.106,0.775,0.12,-0.1531,1,1,0,0
"""Thou shalt not bear false witness against thy neighbor"" .",TRUE,0,1,0,0,0,0,0,0
You see these kinds of things in Movies.,TRUE,0,1,0,0,0,0,0,0
"You mean destroy America faster plan 


Let’s go Brandon 🖕🏻🖕🏻🖕🏻🖕🏻",FALSE,0.111,0.889,0,-0.5423,1,1,0,0
Of course we continue to murder civilians with these air strikes. Where is the League of Nations or wait a minute I’m sorry I mean the UN? Who is brought up on war crimes? WW2 was the last declared war (US) that I know of. This is the very reason the founding fathers gave congress and not the president the power to declare war. But again our leaders fall short of their duties. So now any body can get us into a war.,TRUE,0.198,0.802,0,-0.9502,1,1,0,0
Ethiopia must prevail❤❤❤❤,FALSE,0,0.294,0.706,0.9571,0,0,0,0
Anyone woke or leftists r hypocrites on a lvl way above the lvl of normal people,TRUE,0,1,0,0,0,0,0,0
Lies. Just stop with the lies.,TRUE,0.722,0.278,0,-0.7783,1,1,0,0
We need to get that man in to prison where he can't hurt any more people.,TRUE,0.164,0.697,0.138,-0.1341,1,1,0,0
I want to see prison terms!,TRUE,0.404,0.45,0.146,-0.5093,1,1,0,0
her darth vader impression is spot on !  EARTH IM YOUR FATHER !  OH LIZ ITS A 9 BILLION DOLLAR TOASTER !,TRUE,0,0.883,0.117,0.4168,0,0,0,0
So the title of the vid matches everything she says.,TRUE,0,1,0,0,0,0,0,0
"Dems want the money in my wallet,... Well,.. I want the money in their wallet.",TRUE,0,0.719,0.281,0.4019,0,0,0,0
"Senator Manchin and Senator Cotton could help inflation by enforcing or updating anti trust laws. There are only about four companies that own all the food we find in the grocery stores. If there was real competition, some companies would cut their profits not to lose customers to another company, but since there isn't competition they are passing all the additional shipping costs to the customers. Oil companies can release more oil anytime, but they are taking advantage to recoup profits lost during the pandemic. Let's all try to look beyond just the surface of a problem.",TRUE,0.088,0.786,0.126,0.4988,0,1,0,0
9:41 F,TRUE,0,1,0,0,0,0,0,0
It's perfectly looped wow,TRUE,0,0.2,0.8,0.8402,0,0,0,0
Unfortunately the people that really need to hear this will never see it. Bet they don't show this on ultra conservative stations...,TRUE,0.103,0.897,0,-0.34,1,1,1,1
I once was talking to a random kid 17 on on webcam chatting  who was from Arizona . And he was doing every single drugs possible in his mom's house.  Smh I was shocked,TRUE,0.126,0.874,0,-0.5574,1,1,1,1
"The liberal elite hates black people. 
They always have. 
They always will. 
LBJ must have a huge boner in his grave right now! He could not of wished for anything better!",TRUE,0.159,0.705,0.136,-0.2225,1,1,1,1
"How many right wingers and ""centrists"" here are aligning themselves with a wealthy trust funder on a network owned by a giant corporation?",TRUE,0,0.784,0.216,0.7003,0,0,0,0
"This Court, trial and judge is fixed in Rittenhouse favor, their all syndical lyres,  Judge Bruce Schroeder, shame on you.",TRUE,0.13,0.756,0.113,-0.1027,1,1,1,1
HOW MANY TIMES DO A RICH WHITE MAN GET TO APPEAL AND HID CRIMINAL EVIDENCE ???,TRUE,0.282,0.539,0.18,-0.3555,1,1,1,1
"What they SHOULD have done was make it if you wanted your stimulus check you needed to get vaccinated, THAT was a huge missed opportunity...",TRUE,0.075,0.751,0.174,0.4404,0,1,0,0
"Anyone that still thinks Kyle is guilty after this should consider getting a Vasectomy or Hysterectomy , Please there are enough stupid people in this world. Don't make more like you. Also can we please start a Go Fund Me for queen Lebron. He needs a Helicopter real bad.",TRUE,0.202,0.721,0.077,-0.814,1,1,1,1
I guess he should’ve gone since he’s the one screwing up the country! Him or Joe… it’s the same,TRUE,0.109,0.891,0,-0.2942,1,1,1,1
Well it's one less clown in the world I suppose..,TRUE,0,0.811,0.189,0.2732,0,0,1,1
Theyll do it to any private citizen!   That is also the point of the matter.  The government HAS BEEN overstepping their powers for a while now,TRUE,0,0.947,0.053,0.1007,0,0,0,0
Yooo He Looks So Much Like B Lou 😲,TRUE,0,0.598,0.402,0.6573,0,0,0,0
"Let me guess. Trump's going to try to bring it to a different court and a new judge. Documents already being drawn up looking for the next court that might say he has executive privilege. That's what he does. Don't like what a judge has to say. Look for a new one. Time and time again. He just wants to play this out as long as he can. Get the documents ASAP,!  Time is being wasted. He lost and he knows it. Let's not help him get away with any of this.",TRUE,0.101,0.851,0.048,-0.644,1,1,1,1
They can stop in any country in the world that doesn't have war yet they always seem to want to come to the places that have the best social welfares.,TRUE,0.06,0.706,0.235,0.754,0,1,0,0
He thinks he will influence policy after the GOP Controls both the Senate and Congress next season of Goobersville. He is in the back hauls whispering conflict is needed to keep things off balance. Putin will promise warmer P next time.,TRUE,0.051,0.848,0.1,0.296,0,1,0,0
🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑2,FALSE,0,1,0,0,0,0,0,0
"Biden’s America, defund the police. Even if they get caught, they will get a slap on the wrist and come back for more.",TRUE,0,0.932,0.068,0.1531,0,0,0,0
The American eagle should pick him fly to their nest and feed him to baby eagles. this would be a contribution to nature.,TRUE,0,1,0,0,0,0,1,1
"It's so painfully apparent at this point who the real ""ists"" are, and who is projecting and who is not.",TRUE,0.163,0.837,0,-0.5709,1,1,1,1
ugh.,TRUE,1,0,0,-0.4215,1,1,1,1
"Why do you think there is so much fear and divisiveness in the world in each of our countries right now?
First the economies around the world will begin to faulter in impactful ways.
The finger pointing and blame will follow as people scramble for quick solutions and easy band-aid fixes to a severed limb.

Then the public will not only be ready for war... we will be demanding it.

I'm talking about not any country specifically but humans as a whole on the planet.",TRUE,0.122,0.842,0.036,-0.7045,1,1,1,1
"Woman only ...
that's sexist",TRUE,0,1,0,0,0,0,0,0
👎,FALSE,0,1,0,0,0,0,1,1
Roblox John Doe??,TRUE,0,1,0,0,0,0,0,0
Ball judge,TRUE,0,1,0,0,0,0,0,0
Who sold the land or was it Stolen from Indian tribes for the pipeline?🔥🔥🥵🥵🙏🙏😷😷😡😡❤️❤️😄😄🙌🙌😊😊👍👍✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️✝️👍🔥🔥🔥✝️✝️✝️✝️✝️✝️✝️👍🙏✝️,FALSE,0.108,0.729,0.163,0.8316,0,1,0,0
Watergate was a Pimple on an Elephant's Rear End compared to today's Swampster Shenanigans!!!,TRUE,0,1,0,0,0,0,0,0
Thanks Joe. The party of the criminally corrupt extremists will flip the facts again today.,TRUE,0,0.699,0.301,0.6808,0,0,0,0
Democrats are awful ! Bunch of charlatans feeding off the legal citizens wallets,TRUE,0.208,0.697,0.095,-0.4199,1,1,1,1
"I can't believe the prosecution could mess this trial up so much.... The guy is probably going to walk because of this.. Even the trial continues and he's found guilty, when his lawyers appeal, he will likely end up released... What a mess.. They simply blew it. Rookie mistakes. Such dumb mistakes you have to wonder if there's some corruption involved here.",TRUE,0.218,0.746,0.036,-0.9095,1,1,1,1
1% approval rating would be stretching it!,TRUE,0,0.639,0.361,0.5255,0,0,0,0
Thanks,TRUE,0,0,1,0.4404,0,0,0,0
"SOMEBODY.. PLEESE ASK THE, DEMS TO EXPLAIN CRT DEMAND AN ANSWER....",TRUE,0.13,0.87,0,-0.128,1,1,1,1
Oh give me a friggin break!!!! Like is there anything in today's society that the leftist liberals DON'T play the race card into?,TRUE,0.075,0.778,0.146,0.4424,0,1,1,1
Vicce is shiiet youtube canal.,TRUE,0,1,0,0,0,0,0,0
"CSA NO LONGER STANDS FOR, THE CONFEDERATE STATES OF AMERICA, BUT THE COMMUNIST STATES OF AMERICA. NO, NO
WE ARE A REPUBLIC",TRUE,0.18,0.82,0,-0.5267,1,1,1,1
Lies on top of lies,TRUE,0.596,0.213,0.191,-0.5859,1,1,1,1
"Genesis 2:16-17
King James Version
16 And the Lord God commanded the man, saying, Of every tree of the garden thou mayest freely eat:

17 But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.

Romans 5:12
King James Version
12 Wherefore, as by one man sin entered into the world, and death by sin; and so death passed upon all men, for that all have sinned:",TRUE,0.271,0.636,0.094,-0.9802,1,1,1,1
He is running out of time,TRUE,0,1,0,0,0,0,0,0
"I picked up a book called ""Things that are racist.""  Turns out they just stuck that title over the real title, ""Dictionary"".  (h/t Babylon Bee)",TRUE,0.207,0.793,0,-0.7184,1,1,1,1
How does this little 13 year old boy pass for a 20 year old?? His picture makes him look like a little boy.. This is so sad i couldnt even imagine.... I hope he makes it..,TRUE,0.093,0.772,0.135,0.1947,0,1,0,0
"Listen wide is the gate and broad is the road that leads to destruction(hell), but small is the gate and narrow the road that leads to life(heaven), only a few find it.Matthew7:13 Believe in God's son Jesus today, repent of your sin, dont be left behind. Love Y'all",TRUE,0.086,0.811,0.102,0.2263,0,1,0,0
French Foreign Legion 2 REP SNIPER  in THE MERCENARY  brutal blood spraying Martial Arts  action now on Amazon prime.........,TRUE,0.18,0.746,0.075,-0.5267,1,1,1,1
"Wow, an police anti crime unit wth! Wth are the police?",TRUE,0.568,0.264,0.167,-0.8439,1,1,1,1
"Horrible, nasty, and just plan gross. Your that mad over soup?? At least the soup was hot! I’m not really understanding why she was so upset of HOT soup. That women should be charged!!",TRUE,0.414,0.586,0,-0.9628,1,1,1,1
"i wish i could harrass biden and pelo
sie that way.",TRUE,0,0.787,0.213,0.4019,0,0,1,1
"I'm beginning to think, that simply there are people who are driven towards chaos. They're entranced with it and poisond by it.",TRUE,0.15,0.85,0,-0.5719,1,1,1,1
Pfizer just got busted for compromised trials of the V! this is garbage and we all know it! Media is the virus!,TRUE,0,1,0,0,0,0,1,1
"the democratic party need to wake up and start planting early for 2024 presidential election or Trump will WIN, the candidate who will be running president get the people excited to vote, it's better to be early than too! late Biden is one term president,  likely candidate  {1] Bernie Sanders {2] kamala Karris {3}Elizabeth warren -  Deval Patrick - Andrew Yang, Julián Castro - Cory Booker = democrats vs republicans - democratic party need to wins",TRUE,0,0.785,0.215,0.9597,0,0,0,0
"Children have way stronger immune systems than adults. But sure, they totally need this for the 99.7% survival rate virus.....propaganda at its finest.",TRUE,0,0.759,0.241,0.6542,0,0,1,1
"The truth comes out right before you retire. But when you still had the power to stand up and speak out , you kept it to yourself.  You are part of the issue.",TRUE,0,0.951,0.049,0.1655,0,0,1,1
"Then all US criminals in jail, their kids who are separated from them, should receive same money. FAIR IS FAIR Comrade Biden",TRUE,0.129,0.661,0.211,0.3326,0,1,0,0
"If this was about one of the rioters or arson people, it would be a different story . Then those people would be made to be a hero.",TRUE,0,0.882,0.118,0.5574,0,0,0,0
Doesn’t matter. Mandates are illegal.,TRUE,0.468,0.39,0.143,-0.5423,1,1,1,1
Sounds more like NEA doing.,FALSE,0,0.589,0.411,0.4201,0,0,0,0
If his poll numbers sink anymore it'll match his I.Q.,TRUE,0,1,0,0,0,0,0,0
I've watched many of their episodes and it is absolutely humbling to see what this team has accomplished.  Especially the way they handle the recoveries and the families.  Very well done.,TRUE,0,0.846,0.154,0.6478,0,0,1,1
"I hope the union democrats get the message looks like to me the voted themselves out of a job , China is laughing all the way to the bank & they won the war on the US. with the corona virus attack & no one can do anything about it for fear China will shut down the US. economy,
In case you haven't heard China is in charge now.",TRUE,0.145,0.712,0.144,-0.0258,1,1,1,1
Great reporter,FALSE,0,0.196,0.804,0.6249,0,0,0,0
is there any news on Nathans recovery yet? Poor kid.,TRUE,0.256,0.744,0,-0.4767,1,1,1,1
"Idk Kat... jealous isn't the word I would use. I don't think I could be jealous of someone so criminal. I would consider it more... genuine disgust. It's the same kind of disgust that grows when you see an individual consistently winning with the least amount of effort, and all you can think is... why does everyone have it easier than me?",TRUE,0.251,0.672,0.077,-0.9317,1,1,1,1
This channel is a joke at this point,TRUE,0,0.761,0.239,0.296,0,0,1,1
Raise the debt ceiling and plan to pay illegals immigrants. He fails American people.,TRUE,0.379,0.621,0,-0.6908,1,1,1,1
"Last year comment : 
The fool Abi Ahmed will not wake up from his arrogance except by dividing Ethiopia 🇪🇹
* This seems to be the best solution, as pluralism in Ethiopia will never be homogeneous",TRUE,0.141,0.714,0.145,0.0516,0,1,0,0
The Klan leader speaks....lol,TRUE,0,1,0,0,0,0,0,0
"The Persecution is tying to force a mistrial so the words ""NOT GUILTY"" don't come from the jury. Soros cannot have that.",TRUE,0,0.88,0.12,0.4356,0,0,0,0
Way to go! Happy Veterans Day!,TRUE,0,0.539,0.461,0.6467,0,0,0,0
"should have never threatened and chased the guy with the big gun , INNOCENT!  the Kidd is smart for carrying a big gun if it was smaller, more than one person would have been attacking him and possibly die",TRUE,0.229,0.612,0.159,-0.5689,1,1,1,1
Hmm did CNN cover this?,TRUE,0,1,0,0,0,0,0,0
Warmonger,TRUE,1,0,0,-0.5994,1,1,1,1
We can freeze out credit? That would help when I really need to skip a month on bills,TRUE,0,0.698,0.302,0.6705,0,0,0,0
I'll tell you what I'm not paying more for heat and if they come and try to shut my heat off I'll send them home in body bags,TRUE,0,1,0,0,0,0,1,1
"In Newfoundland, Canada, a hospital  was shut down due to a hack!",TRUE,0,1,0,0,0,0,0,0
What is that bi____s name???,TRUE,0,1,0,0,0,0,1,1
"As a Chicagoan, It's completely accurate. It's never gonna stop. I stopped voting Democrat back in 2019 because of the Chicago Mayoral Election. I'm impressed about this video with actual journalism... for now.",TRUE,0.052,0.813,0.135,0.4745,0,1,0,0
They have no actual policies...,TRUE,0.355,0.645,0,-0.296,1,1,1,1
More fear mongering from the cult propaganda,TRUE,0.654,0.346,0,-0.763,1,1,1,1
Let's go Brandon! Let's go Kyle! Stay on the public street and maybe you would still be alive. Trespass and you reap what you sow!,TRUE,0,0.873,0.127,0.5386,0,0,1,1
GOP = NRA = KKK,TRUE,0,1,0,0,0,0,1,1
This year has been a very good year for recovery.,TRUE,0,0.738,0.262,0.4927,0,0,0,0
OOPS AGAIN !!!!,TRUE,0,1,0,0,0,0,0,0
"That is so sad. Look, you want to do harmful things to someone, you better be ready to face the lesson of going through something similar. Yep, she needs to learn to control that anger or it will not be a pretty lesson to learn. You reap what you sow. 
Sow hatred, and you will definitely reap hatred. 
Sow kindness, and you will reap kindness.",TRUE,0.21,0.593,0.197,-0.6272,1,1,1,1
What kinda kickback are those 13 getting?,TRUE,0,1,0,0,0,0,0,0
"That apparatus the Feds are ""going to set up"" to spy on Americans they don't like? *IT WAS SET UP A LONG TIME AGO. IT'S BEEN IN USE SINCE AT LEAST 2015.* There are over a million innocent Americans being abused by these a-holes and their government-funded, military-grade surveillance technology. I also find it interesting that they select their own so-called people (sometimes I have my doubts) to be neighborhood watchdogs *FOR LOTS OF $$$, NEW VEHICLES, ETC.*",TRUE,0.089,0.852,0.06,-0.3632,1,1,1,1
"As a kid, I wondered how on earth someone like Hitler could ever gain the support to become ruler of a country. I never thought I would ever see how it could possibly happen, let alone in America in slow motion detail. The unflinching loyalty of republicans for a wannabe dictator, and the power of the ill informed masses who are willing to do anything to ""win"", with a religious-like zeal so strong they can not see that they are both hurting themselves and their country is shocking to watch from abroad. This selfish degenerate type culture is beginning to show in other countries as well.",TRUE,0.106,0.723,0.171,0.8561,0,1,0,0
We should all know by now that Trump only cares about himself. He would murder his children to protect himself,TRUE,0.172,0.623,0.205,-0.0258,1,1,1,1
Long live Pakistan,TRUE,0,1,0,0,0,0,0,0
IN 1918  AT THE ELEVENTH HOUR OF THE ELEVENTH DAY  OF THE ELEVENTH MONTH THE GUNS IN EUROPE WENT SILENT,TRUE,0,1,0,0,0,0,0,0
"Love dagan ""little rubber racist hammer"" comment.",TRUE,0.288,0.387,0.325,0.1226,0,1,0,0
OMG WE NEED A FULL OUT CIVIL WAR.,TRUE,0.358,0.642,0,-0.5994,1,1,1,1
over 1.3k dislike this..  CNN Communist Government News channel..,TRUE,0.245,0.755,0,-0.3818,1,1,1,1
We got to take our country back by force if we have to be ready,TRUE,0,0.848,0.152,0.3612,0,0,1,1
Is it bad that I’m lowkey happy someone gave a shit enough about a black child to report possible human trafficking??,TRUE,0.256,0.617,0.127,-0.5803,1,1,1,1
Let's go Brandon!!!/ n DION FRANCIS DIMUCCI,TRUE,0,1,0,0,0,0,1,1
That was so nice of them to give family  closer,TRUE,0,0.713,0.287,0.5598,0,0,0,0
Perfect lawyer fr,TRUE,0,0.351,0.649,0.5719,0,0,0,0
TRUMP IS LOSING IN ALL FRONTS FOR BEING ARROGANT AND FOOLISH. WASTING MONEY TO FIX HIS SICK DECISIONS. HE WOULD BE RELAXING IN HIS DEPEND PULLUPS.,TRUE,0.375,0.539,0.086,-0.8658,1,1,1,1
"HELEN LALIME IS A SICK CROOKED DIPLOMAT,HAITI NEEDS ITS AUTONOMY BACK.",TRUE,0.248,0.752,0,-0.5106,1,1,1,1
"2:20 Toobin, is that you?",TRUE,0,1,0,0,0,0,0,0
Seriously... How can Trump sleep,TRUE,0.298,0.702,0,-0.1779,1,1,1,1
"A complete JOKE. This blabber mouth has ZERO arrests to credit. Just bla bla bla bla....
He had years to arrest. He did NOT. Now he's complaining.
A complete idiot. Probably a crook too.",TRUE,0.197,0.64,0.163,-0.3559,1,1,1,1
You'll all eat your words four years from now when President Lindell appoints Giuliani to the Supreme Court.,TRUE,0,0.825,0.175,0.5574,0,0,0,0
Good dont feel bad at all. I hope they rot in there.,TRUE,0,0.51,0.49,0.8248,0,0,1,1
"Hey, POLICE OFFICER DO YOUR FREAKING JOB, ARREST THESE PEOPLE, DA'S DO YOUR JOB'S ALSO JUDGES OT OS A THREAT YOUR STUPIDITY IS GETTING IN YOUR WAY YOU THINKING WE WITH YOUR LITTLE TOE OF A REGULAR PERSON SAID THIS YOU ARREST THEM SO STFU DO YOUR DARN JOB OR FREAKING QUIT",FALSE,0.314,0.686,0,-0.9686,1,1,1,1
From Ohio 👋 and can vouch for the fact we use our 2nd Amendment right 🇺🇸,TRUE,0,0.833,0.167,0.4939,0,0,0,0
😆😅🤣😂🤣 They were arrested for stupidity!,TRUE,0.186,0.448,0.365,0.8221,0,1,0,0
With the leftest President & his administration  in office these leftest actually think they are above & beyond the American Constitutional law having their own leftest law view ... they actually believe they have the power to enforce their leftest world view in the midst of the American Constitutional law ! It's blatantly obvious here ! listen to the leftest supporters .. they don't support Constitutional law ! their media doesn't the leftest lawyer doesn't ... leftest sport individuals doesn't ... they are a threat to our Constitutional Law !,TRUE,0.071,0.899,0.03,-0.6028,1,1,1,1
Without a doubt the governor is responsible for the mayhem  and losses of lives  and property,TRUE,0.134,0.646,0.219,0.1803,0,1,0,0
"Also, creators will be able to add a pinned comment with a like/dislike poll.",TRUE,0,1,0,0,0,0,0,0
Rest in peace to the victims 🙏 and prayers for the family's,TRUE,0.137,0.655,0.208,0.296,0,1,0,0
So 😔,TRUE,0,0.557,0.443,0.1513,0,0,0,0
Black Lives Matter is a terrorist group. And leftists black are no different than kkk funded by the Democrats,TRUE,0.288,0.667,0.046,-0.7783,1,1,1,1
If you still believe anything MSNBC says you’re part of the problem.,TRUE,0.197,0.803,0,-0.4019,1,1,1,1
If Chris Dorner would've waited 15 years LAPD might have admitted what Buffalo PD admitted - Officer Cariol Horne said she never stopped believing in the justice system. A judge recently ruled her department pension be reinstated despite an abrupt firing 15 years ago when she reported another cop for assaulting someone who was handcuffed.,TRUE,0.053,0.788,0.159,0.5577,0,1,0,0
Let’s go Brandon!!,FALSE,0,1,0,0,0,0,1,1
Travis Scott has a history of being a problem. Scott set the crowd off that's what he does,TRUE,0.137,0.863,0,-0.4019,1,1,1,1
As I sit here and listen to this group of nerdy geeks deliberate like you are amongst the peers of the jury 🙄 you idiots and buffoons sit around speaking blasphemy.... There is no justifying what he did... You don't load and automatic assault rifle go and retrieve it and then return to a place with it.... Without the intent to harm. He had to have possibly known the potential damage in AR-15 could do when he went to retrieve it... If he had not went and retrieved it the casualties would have not happened.... Period Point blank,TRUE,0.137,0.841,0.022,-0.8957,1,1,1,1
Main stream media falling for republican scare tactics on inflation. This here was a terrible segment by CNN and totally couldn't get their facts straight.,TRUE,0.256,0.682,0.062,-0.7184,1,1,1,1
Mo Lester Gaetz is calling a fellow Republican disgraceful for actually doing his job!  The only reason Gaetz has sex with 17 year old girls is because the 15 and 16 year olds thought he was too creepy!,TRUE,0,1,0,0,0,0,0,0
"Five glorious years of lying, lying, lying!!",TRUE,0.6,0.167,0.234,-0.7639,1,1,1,1
"Wow..was not expecting The New York Times to post a video criticizing the people they were pandering to for quite some time now. This is refreshing to see, honestly.",TRUE,0.077,0.831,0.092,0.128,0,1,0,0
"bruh, stop the cringe",TRUE,0.423,0.577,0,-0.296,1,1,1,1
BUY A HUMAN,TRUE,0,1,0,0,0,0,0,0
"Dear Mr. Potato Head.
Let's go Brandon tune  had 2.1 million You Tube Views in few days. I'm working on a similar ""Dear Mr. Potato Head"" theme.  Biden Democrats are Slogan Worthy. Many Artists are getting Wealthy off the Absurdity.
Mr. Potato Head will save you from the Orange Haired Cheeto Monster.",TRUE,0,0.773,0.227,0.9153,0,0,0,0
Hell yeah file charges on her,TRUE,0.563,0.252,0.185,-0.6705,1,1,1,1
They should vaccinate the LIZARD PEOPLE FIRST!!!!,TRUE,0,1,0,0,0,0,0,0
"look at your dislike#. 
Stop making garbage fake news.",TRUE,0.568,0.432,0,-0.7845,1,1,1,1
"Mr. MacFarlane is probably correct that we'll try to get him back at some point, but why don't we let him see what Belarus is like first. I think he would probably benefit from living in a different culture for a while. Gain some perspective.",TRUE,0,0.78,0.22,0.9161,0,0,0,0
"The dummies that go to jail for the dRump, only get one thing from dRump — “I hardly knew him. Maybe said hello to him while he was standing in a crowd. Never paid attention to anything he said”.",TRUE,0,1,0,0,0,0,0,0
This is simply disgusting. Quit telling fear driven lies. Anthony Fauchi is a murder.er. mad scientist and these reporters are evildoers.,TRUE,0.5,0.5,0,-0.9432,1,1,1,1
He is going to walk free or he is going to get convicted on something small at the most.,TRUE,0,0.845,0.155,0.5106,0,0,0,0
"Lady, with the glasses, let me educate you...
Someone pulls a gun, holds it to my head...and I have my gun on me, self defense, that person threatening my life is gonna get shot,  me or him, he's gonna die.
Self defense, period.",TRUE,0.232,0.71,0.058,-0.8779,1,1,1,1
"I thought this Democrat Administration would be ""An Interesting show"" . Interesting is the wrong word.",TRUE,0.144,0.605,0.251,0.3182,0,1,0,0
Ah yes a group of all white people sitting at a table discussing racism...,TRUE,0.218,0.638,0.144,-0.34,1,1,1,1
Your terms are acceptable,TRUE,0,0.566,0.434,0.3182,0,0,0,0
Assery,FALSE,0,1,0,0,0,0,0,0
Wow😂 the BIG PRETEND!! Put that orange looney in the White NutHouse!!,TRUE,0.156,0.504,0.34,0.774,0,1,0,0
"Let's go Brandon, f*** CNN",TRUE,0,1,0,0,0,0,1,1
no its wealthy oil owners and the top earners.,TRUE,0.356,0.495,0.149,-0.3632,1,1,1,1
Dyson is just another race baiting grifter making money on bs like crapernick,TRUE,0,0.828,0.172,0.3612,0,0,0,0
"Dementia Joe just keeps destroying America, day by day.

The wrath of the voters will show themselves in 2022.

Let's go Brandon!!",TRUE,0.166,0.834,0,-0.6351,1,1,1,1
